text,label
"""Di che nazionalità sono le loro vicine?"" ""Russa.""",ita
Deve essere pronto entro il quindici.,ita
Mi dispiace ma è davvero impossibile.,ita
Il mio fratello minore ha molti soldi.,ita
È il commissario.,ita
Durante quale regno fu costruita quella chiesa?,ita
Lui ha preso l'aereo per la prima volta nella sua vita.,ita
Anche nei sogni faccio uso di citazioni.,ita
Cosa ti sei persa?,ita
Devi fermarti se il semaforo è rosso.,ita
Nessuno gli ha dato la preferenza.,ita
Lei non schiaccia il pisolino.,ita
Glielo dica lei.,ita
Il formaggio è giallo.,ita
Sami era terrorizzato da suo padre.,ita
Non sono sicuro che avrete il tempo.,ita
Io amo i compleanni.,ita
Potrei aiutare.,ita
Mia sorella è così fastidiosa.,ita
"È annoiata, vero?",ita
Tom è un pochino indietro.,ita
Perché a Tom piace Boston?,ita
Cosa farete stasera?,ita
Mary ha tenuto la testa sopra l'acqua.,ita
Pensavo che la comunicazione facesse parte della nostra strategia.,ita
Le vedrà.,ita
Mary mangiò quello che voleva.,ita
Loro sono troppo ubriachi.,ita
Sto cercando mio fratello.,ita
"Quando ero nel grembo di mia madre, guardavo attraverso l'ombelico di mia madre la casa in cui sarei nato e pensavo: ""Non se ne parla nemmeno di andare lì"".",ita
Tom è diventato un avvocato di successo.,ita
Era in grado di comprare ciò di cui aveva bisogno.,ita
Vado a costruire baracche in Italia.,ita
"Gente, è ora che io vada.",ita
"Lui non sa dire una parola di francese, però in compenso parla l'inglese come un nativo.",ita
Lei conosce tutto adesso.,ita
Io ho molti soldi.,ita
Dal bene non aspettarti altro bene.,ita
Qualcuno lo conosce?,ita
Ho giocato a football ieri.,ita
Ti stanno chiamando.,ita
Ho iniziato a studiare cinese la settimana scorsa.,ita
"La Adorno usa i termini ""locutivo"" e ""locutorio"" per indicare concetti leggermente diversi.",ita
Tom dice che è bravo a cucinare.,ita
Loro sono un buon equipaggio.,ita
Tutti ne volevano uno.,ita
Dice di non averla fatta.,ita
Può utilizzare questa cravatta per suicidarsi.,ita
"Se mi intrometto, vinco io?",ita
Farebbe meglio a crederci.,ita
È una persona irrazionale.,ita
Scriva delle frasi brevi!,ita
Sembra familiare?,ita
Il lunedì andiamo a scuola?,ita
Lo fanno sempre da soli.,ita
La pizza sarà qui tra cinque minuti.,ita
Che cosa sono tutti quei lividi?,ita
Daniele ha salvato suo fratello.,ita
Scoprimmo un passaggio segreto.,ita
Cosa gli sta facendo?,ita
Tom è stato ovunque.,ita
Che cos'è successo a loro?,ita
A me non serve un letto.,ita
È un nome italiano.,ita
Questo ha un sapore veramente buono. Come l'hai fatto?,ita
Non mi ha ancora perdonato.,ita
Non posso permettermi di andare in pensione.,ita
"""Dove vogliono andare in vacanza?"" ""In Ungheria.""",ita
"Scrivete con una penna, non con una matita.",ita
Mi scuso se l'ho offesa.,ita
Lei non è perfetto.,ita
Tengo la TV come sottofondo.,ita
Andò a stare da suo cugino.,ita
"Prima, mentre stavo camminando sul marciapiede, un'automobile mi ha guidato accanto e mi ha schizzato acqua addosso. Guarda questo! La mia gonna e le mie scarpe sono tutte fangose.",ita
È irascibile.,ita
Dovresti tenerti in contatto con il signor Smith.,ita
Non faccia del male a nessuno.,ita
Voglio giocare a pallacanestro.,ita
"Come si pronuncia il segno ""@"" nella tua lingua?",ita
"Per piacere, perdonate mio figlio.",ita
Faceva il comico.,ita
È ubriaco fradicio.,ita
Tom aveva le vertigini.,ita
Layla era la moglie di Sami.,ita
Mi potete aiutare in cucina?,ita
Tom canticchia sempre la solita melodia.,ita
È il nuovo interno.,ita
Io non sono vostra madre.,ita
Non dovrebbe ascoltarci.,ita
A Tom piace veramente il basket.,ita
Smettila di prenderti gioco di me!,ita
Tra non molto devo fare l'alberello.,ita
Ti piace il caffè arabico?,ita
Noi siamo in troppi per stare in un unico taxi.,ita
Io ho conosciuto Tom a ottobre.,ita
"""Di che nazionalità sono i tuoi insegnanti?"" ""Gallese.""",ita
L'unica lingua che sa parlare Tom è il francese.,ita
Mia nonna è all'ospedale.,ita
Mercurio è un pianeta piccolo.,ita
Forse riusciamo a risolvere i suoi problemi.,ita
Ho provato tre magliette nel negozio.,ita
È la posa che è da anziano.,ita
Odio arrivare in ritardo e far aspettare le persone.,ita
Tom e Mary non riescono a trovare le loro borse.,ita
Vuoi prenotare un viaggio per la Serbia?,ita
Non va a costruire mausolei in Regno Unito.,ita
C'è qualcuno che vi infastidisce?,ita
Diventò un grande musicista.,ita
C'era qualcosa di sbagliato con lei.,ita
Non puoi aiutarle adesso.,ita
Provate a ignorarle.,ita
È entrata silenziosamente nella stanza.,ita
Lei mise il sale nel caffè per sbaglio.,ita
Hanno detto che sei stato licenziato.,ita
I capelli di Sami sono cambiati.,ita
Io abito piuttosto vicino a loro.,ita
Ero geloso di voi.,ita
Quest'albero è più vecchio di quella macchina.,ita
Era così duro?,ita
Tom bollì le uova.,ita
"Hai divorziato, vero?",ita
Il corpo di Tom fu cremato.,ita
Potevi farmi male!,ita
Dov'è il gate d'imbarco per Japan Airlines 124?,ita
Come lo avete convinto?,ita
È sicuramente lui il problema.,ita
Io ero moderatamente emozionata.,ita
Tom non sapeva che la scadenza era oggi.,ita
È la persona più gretta che conosco.,ita
Abbiamo il passaporto croato.,ita
Lui abita al Cairo.,ita
"""Dove andrà per lavoro?"" ""In Macedonia.""",ita
Potete incolparmi?,ita
Penso che non andrò per salute in Russia.,ita
"""Di che nazionalità erano i tuoi cugini?"" ""Finlandese.""",ita
"Adesso vivo ad Helsinki, però sono originaria di Kuopio.",ita
Abbiamo preso delle uova da Tom.,ita
La famiglia di Sami lo stava aiutando finanziariamente a portare avanti la sua pratica.,ita
Pensi solo a divertirti.,ita
Vorrei vedere in quanti lavorano!,ita
"""Di che nazionalità sono i tuoi genitori?"" ""Greca.""",ita
"In quella rosticceria, i panini con la porchetta sono una specialità da non perdere.",ita
Venne in treno.,ita
Penso che non andrò per soldi in Russia.,ita
Le nuvole sono scomparse.,ita
Io ho volato sopra le nuvole.,ita
Noi siamo i tuoi nemici?,ita
Hanno tolto l'ultima speranza al paese?,ita
Chiedete a Tom di venire.,ita
Qualcosa di più ameno non c'è?,ita
Lei aveva paura che la lettera potesse finire nelle mani sbagliate.,ita
Anche Tom comprò un dizionario.,ita
Cos'è successo al tuo computer?,ita
"Tom è molto veloce, vero?",ita
Tom non vuole spendere più di 300 dollari per una motocicletta usata.,ita
Mi passi tua sorella se c'è?,ita
Sto cercando risorse che mi aiutino a smettere di fumare.,ita
Mi piace quella gonna.,ita
Andai in Europa prima della guerra.,ita
Tom sembrava essere irrequieto.,ita
Andiamo a costruire mausolei in Cile?,ita
Tom mangia solo frutta.,ita
Le elezioni sono previste per ottobre.,ita
Avete sentito l'annuncio?,ita
"Dio non è una persona limitata che siede da sola tra le nuvole su un trono d'oro. Dio è pura Coscienza che dimora in tutto. Comprendendo questa verità, impari ad accettare e amare tutti allo stesso modo.",ita
L'uomo che ha visto ieri è mio zio.,ita
Tom non è andato direttamente dentro.,ita
Non vai a costruire fattorie in Niger?,ita
Nel secondo testo c'è un uso di metafore.,ita
Utilizzate le risorse online e le fonti di ricerca consigliate per arricchire la vostra conoscenza sugli argomenti studiati.,ita
Ne prenderà una.,ita
Voi non dovete dire niente.,ita
Non andiamo in vacanza in Islanda.,ita
Sami ha chiamato ogni ristorante della città.,ita
So che Tom ti mostrerebbe come farlo.,ita
Stai ancora suonando la chitarra?,ita
A Tom piace leggere dei libri.,ita
Per lavoro andate in Algeria.,ita
Era forte.,ita
Abbiamo due modi di vedere la vita diametralmente opposti.,ita
Ossigeno e idrogeno formano l'acqua.,ita
Tom non riesce a vedere nulla senza i suoi occhiali.,ita
Come ha conosciuto sua moglie?,ita
Potete aiutarci a trovarla?,ita
Tenete pulita la vostra aula.,ita
Indossò una maschera.,ita
"Ma se l'arbitro fa delle cazzate, la colpa è della squadra?",ita
Lei ha un gatto bianco.,ita
Chi si può permettere questo?,ita
Questa è quella gratuita.,ita
"Ciao, che fai a Capodanno?",ita
Penso che andrò per lavoro in Libano.,ita
Non arrabbiatevi con lei.,ita
Guardate come si è salvato!,ita
Florence Foster Jenkins è stata una dei più grandi soprani del mondo.,ita
Non sto giocando a niente.,ita
Ziri non conosce nessuna lingua straniera.,ita
Non va al parcheggio?,ita
Il film era corredato da una colonna sonora emozionante che contribuiva a creare l'atmosfera giusta.,ita
Con chi era Tom?,ita
È in conferenza adesso.,ita
Nella natura tutto è connesso.,ita
Ho speso soltanto tre dollari.,ita
Stai lontana dalla clinica.,ita
Non ha ancora ripreso conoscenza.,ita
Sono monouso.,ita
Il criminale ha lasciato delle tracce.,ita
Tom è fortunato che Mary non sia qua.,ita
Potete fermarla?,ita
Tom ha risposto correttamente a ogni domanda.,ita
Tu sei stato infettato.,ita
Io l'ho persa di vista nella folla.,ita
Questa caraffa è piena?,ita
"Ho deciso di provare a imparare l'esperanto, giusto per fare una nuova esperienza.",ita
Ha cercato di vendere la sua casa.,ita
Era immobile come una statua.,ita
Tom ha chiamato la banca.,ita
Spero che il karma ti morda nel culo!,ita
Sto facendo la lista di cose da comprare quando avrò uno stipendio.,ita
Mi sento spento dentro.,ita
Credevo fosse il tuo armadio.,ita
Non va a costruire ospedali in Cile?,ita
Non vanno all'università.,ita
"Non è così sicura, vero?",ita
Questo è diamante.,ita
Vi piace il colore del vestito di Mary?,ita
Devi scegliere il tuo destino.,ita
"""Dove pensa di andare per lavoro?"" ""In Puglia.""",ita
Sa che le crediamo.,ita
Non vanno a costruire allevamenti in Nuova Zelanda?,ita
Si occupa a tempo pieno dei suoi figli.,ita
"In alcuni libri, la pagina più interessante è quella della conclusione.",ita
Io sono così annoiata.,ita
L'avete fatto piangere.,ita
Iniziarono.,ita
Tu come interpreti la poesia?,ita
A me piace lo sci.,ita
Assumere Tom fu un errore.,ita
Il nome di Tom non è sulla lista.,ita
Sono genuinamente felice per lui.,ita
Accoglieva gli invitati.,ita
"""Di che nazionalità erano i tuoi zii?"" ""Tunisina.""",ita
Fareste meglio ad iniziare ora.,ita
Non andate a fare nuove conoscenze in Etiopia.,ita
Spero che guarirà dalla sua malattia.,ita
Ha cominciato a parlare da solo.,ita
"""Ti ricordi di Tom?"" - ""Quale, un certo Jackson?""",ita
"Fra tutti i candidati iscritti, alcuni non si sono ancora presentati.",ita
La abbiamo vista farlo.,ita
Io lo onoro.,ita
È dove li ho incontrati.,ita
Lei è rimasta all'estero da allora.,ita
Andate a costruire moschee in Estonia?,ita
Tom ha già dei piani per lunedì.,ita
L'imam divenne come un papà per me.,ita
Non andate a costruire allevamenti in Finlandia.,ita
Non va a studiare in Irlanda.,ita
Gli scriverò ancora.,ita
Le carte di credito sono di plastica.,ita
Siete competenti?,ita
Ha comprato della birra?,ita
Vi ho viste abbracciare Tom.,ita
Hanno promesso di non andare in sciopero durante la conferenza.,ita
Io non capisco l'umorismo britannico.,ita
È stata accettata a scuola.,ita
Linda te lo presterà.,ita
Tocca a te pagare.,ita
Ho pregato.,ita
Sami e Layla non stavano parlando.,ita
Lo si è sentito un po' ovunque.,ita
Sa chi li ha uccisi?,ita
Abita ancora in Australia?,ita
Vai a costruire baracche in Ucraina.,ita
Occorrerà tornare!,ita
Mi piacciono le albicocche.,ita
"La mano ha cinque dita: pollice, indice, medio, anulare, mignolo.",ita
Ha visto la casa?,ita
Sono troppo stanco per nuotare.,ita
Vado a costruire ospedali in Finlandia?,ita
Va a costruire fabbriche in Argentina?,ita
Tu non sei un'insegnante?,ita
C'è poco da meravigliarsi.,ita
"Per piacere, riavviate il vostro computer.",ita
Fai attenzione a non cadere.,ita
"Leggendo quel libro, ho avuto un'epifania sulla complessità delle relazioni umane.",ita
Lei pensa di essere intelligente.,ita
Non vado a fare carriera in Lettonia.,ita
La moschea è dall'altra parte del parcheggio.,ita
Ho detto loro che non ero pronta.,ita
I petali della rosa sono rossi.,ita
Io stavo bene ed ero sorpresa.,ita
Non vado a lavorare in Svezia.,ita
È stato in Francia tre volte.,ita
Un cane l'ha morsa alla gamba.,ita
Voglio soltanto trovarla.,ita
Non andate a costruire fattorie in Pakistan.,ita
La aiutò a lavare la sua macchina.,ita
Non andrò in Australia quest'anno.,ita
Lui ha preso in giro il modo in cui parla il professore.,ita
Vi invierò la fotografia di Tom.,ita
Perché siete state licenziate?,ita
Hanno detto che si sbagliavano.,ita
L'empatia è una componente chiave dell'amore.,ita
Sei bella senza trucco.,ita
Non oso pensare all'effetto sonoro!,ita
Perché li ha invitati?,ita
Mennad ha preso il computer portatile di Baya.,ita
I compiti svolti dal COREPER I devono venire approvati dal COREPER II.,ita
Credete in qualche religione?,ita
"Mary è piuttosto ubriaca, vero?",ita
Può incolparlo?,ita
Devo aggiungere delle frasi su Tatoeba!,ita
Preparatevi per la scuola.,ita
Hai preparato la valigia.,ita
Siamo delle matricole.,ita
Il piccione sta tubando sul balcone.,ita
Tom fece diverse foto.,ita
Perché non è restata con lei?,ita
Questo mattino iniziò come tutti gli altri.,ita
Sei mai stato in Svizzera?,ita
Ha un'aria malaticcia.,ita
Jack Nicholson crebbe nel New Jersey.,ita
Ridiamo alla faccia vostra!,ita
I cretini sono altri?,ita
Mary andò da sola con riluttanza.,ita
La macchina che ha comprato Tom è rossa.,ita
Non mi aspetto che la commentiate.,ita
Dov'è la pizza?,ita
Non lo sapevo che eri tornata.,ita
"Se piove, non verrà.",ita
Lo trovo molto interessante.,ita
Come non detto!,ita
E anche lui c'è!,ita
Abbiamo cominciato il nostro lavoro a mezzogiorno.,ita
"""Dove pensi di andare in vacanza?"" ""In Etiopia.""",ita
Non vado a lavorare in Pakistan.,ita
Non è seduto su una panchina.,ita
Starò con te stanotte.,ita
Avete trovato le vostre lettere?,ita
A che pagina sei?,ita
Sami sta leggendo dal suo computer.,ita
Andiamo tutte assieme.,ita
Mi piacete troppo come coppia.,ita
Io non posso incolpare loro.,ita
Non possiamo fare più niente per lei.,ita
Siamo coraggiose.,ita
Voglio essere trattato con rispetto in ogni conversazione.,ita
Di chi sono questi giocattoli?,ita
"Appena verrò pagato, ti ripagherò.",ita
La moglie andava in bicicletta.,ita
Non vi siete mai presentati.,ita
Tom non esita a dire a tutti ciò che pensa.,ita
Tom ti ama veramente.,ita
Nessuno lo vuole.,ita
Non vi ha insegnato nulla?,ita
Ha bisogno di una tazza di zucchero.,ita
Cerco una guida che sa parlare giapponese.,ita
Sai che ti invidio per il posto in cui vivi?,ita
Non hai visitato il Giappone.,ita
"""Di che nazionalità erano i loro studenti?"" ""Macedone.""",ita
Io verrò se ho tempo.,ita
Tom si sposerà.,ita
Che cosa può fare Tom a riguardo?,ita
Non sei sposata con Tom?,ita
Vai in vacanza in Islanda?,ita
Gli alimenti fermentati come il kimchi e il miso sono considerati salutari per la salute dell'intestino grazie alla presenza di batteri probiotici.,ita
Tom me l'ha rubata.,ita
Preferisco i pony agli unicorni.,ita
Non vado a costruire palestre in Olanda?,ita
"Mary se ne va alle due e mezza, vero?",ita
Non vanno a costruire fabbriche in India?,ita
Ho scordato di pagare l'affitto.,ita
Tom deve essere arrestato.,ita
La lingua è una parte importante della nostra identità culturale.,ita
Alguns professores não entendem esse problema.,por
Tom costumava andar à noite porque não conseguia dormir.,por
Eu não estava tão confuso quanto o Tom.,por
Quando é que ele joga tênis?,por
"Se você deixá-lo molhado, ele irá enrugar.",por
Isto é uma quinta.,por
Ele nunca falou comigo.,por
Os achados são ferramentas de pedra normalmente associadas aos neandertais e outros artefactos. Eles sugerem que esta espécie de braços curtos e torso robusto partilhou a paisagem com os seus primos modernos mais esguios durante vários milhares de anos.,por
Você é distraído.,por
A nossa equipe ainda não venceu um único jogo.,por
"""Obrigada."" ""Obrigado a você.""",por
Faremos isso amanhã.,por
Tom se recusou a ficar em casa.,por
"Se alguém ligar, diga que não estou aqui.",por
Você não pode nunca recorrer à violência.,por
"Você não precisa dar uma resposta, se não quiser.",por
A que horas você rega o jardim?,por
A reunião tem de ser adiada.,por
Tom disse que não conhece ninguém em Boston.,por
Eles são todos assim?,por
Vamos caçar faisões.,por
Nem a nado nem a pé.,por
Eles gostam de jogar fora do país.,por
Frio: A temperatura do amor.,por
Preciso muito da tua ajuda.,por
"Quanto eu te vejo, o meu coração me diz que eu estou apaixonado.",por
Depositei nela toda a minha confiança.,por
"Na França, país onde nasceu, Tatoeba se tornou um fenômeno social e cultural.",por
Não machuca o Tom.,por
Eu acho que nós poderíamos ter feito mais para ajudar.,por
A ideia do futuro é mais fecunda que o próprio futuro.,por
És muito pudica!,por
Frequentemente ouve-se dizer que o tempo voa.,por
Deixe-me tentar mais uma vez.,por
Estarei em casa depois do dia 16.,por
"Ela parece jovem, mas na verdade é mais velha que você.",por
Não tenho condições de comprar um laptop ao meu filho.,por
Acabei de me lembrar de algo que preciso fazer antes da manhã de manhã.,por
Eu tive uma reclamação.,por
Não quero me mudar para Boston.,por
Dê-me meio quilo de carne.,por
Elas treparam a noite toda.,por
Tom fez algo com Mary.,por
Eu sei que o Tom ainda está vivo.,por
Leia as instruções atenciosamente antes de começar.,por
"Moisés e Aarão apresentaram-se ao faraó e lhe disseram: Assim diz o Senhor, o Deus dos hebreus: ""Até quando recusarás submeter-te a mim? Deixa partir o meu povo para me prestar culto.""",por
Venha até nós.,por
Ele não crê em Deus.,por
Muito obrigada. Não sei o que faríamos sem você.,por
Você sente saudades da praia?,por
Cinderela tinha duas irmãs malvadas.,por
Ela me contou muitas histórias sobre sua vida.,por
Chateaste-te alguma vez com o Tom?,por
Tom e Maria trocaram olhares furiosos.,por
"Sim, meu furriel!",por
Tom é o meu aluno.,por
Tenho uma tarefa para você.,por
"Tom, você está aqui?",por
Só o tempo dirá se ele estava certo.,por
Façamos um pouco mais.,por
"A ideia de construir uma aeronave para voar na densa atmosfera de Titã não é nova, mas só quando a tecnologia dos drones se tornou mais avançada é que a equipa Libélula se percebeu que podia tornar o seu sonho de voar em Titã numa realidade.",por
É cruel de sua parte dizer-lhe tais coisas.,por
Me ponha em contato com ela.,por
Há uma vala ao redor da casa.,por
"Ao se preparar para pintar um retrato, meu amigo tira muitas fotografias para estudar o sujeito de perto.",por
Eu costumo sentar na parte de trás.,por
Tom é mais jovem que você pensa.,por
Está no porão.,por
Deixe que eu dirijo.,por
Paguem em dia!,por
Tom escreveu o meu nome errado.,por
De quais esportes você gosta?,por
"Estou desiludido por o Tom ter todos os tipos de macieiras no seu jardim, mas nem um pessegueiro.",por
"O conversor sem pás gera menos ruído do que as turbinas eólicas tradicionais e não sofre do efeito giroscópico, o que facilita a adaptação às mudanças na direção do vento.",por
Uma cerca rodeia a casa.,por
Tom era o xerife.,por
Sou casado.,por
Saia da minha frente.,por
Não sei se devo tentar.,por
Meu nome está no jornal.,por
Não poderei terminá-lo a menos que tenha sua ajuda.,por
Eu vou lhe ensinar.,por
Eu sei o que Tom comprou.,por
Estou em dívida para contigo.,por
Antônio não sabe que Maria está grávida dele.,por
Por que ainda estamos sentados aqui?,por
Estamos mirando os pombos.,por
"Uhm, perdi o ônibus.",por
Cuidado! Estás cutucando aí uma casa de marimbondo.,por
"Por favor, diga a Tom que compre ovos.",por
Por que preciso falar francês?,por
Nós podemos te ajudar.,por
Aparências enganam.,por
"Sammy de Grave, do Museu de História Natural da Universidade de Oxónia, que batizou o camarão, combinou o barulho forte, a cor rosa e o seu amor por Pink Floyd para criar o nome.",por
A construção desta nova instalação militar custou meio milhão de reais.,por
Chris consegue 7 moedas de ouro.,por
Não tem nenhum erro.,por
Quando você chegou a Londres?,por
Por que você está tão nervosa?,por
Ele forjou o aço e está construindo uma espada.,por
"Dê-me dez papos-secos, por favor.",por
Tom não se parece com o irmão.,por
Quem me chamou?,por
Tom ficará muito feliz em ver vocês.,por
Você recebeu o e-mail que te enviei?,por
Eles não fazem nada à toa.,por
Isso é real?,por
"Quando entramos no castelo, encontramos diversos esqueletos humanos pendurados em correntes.",por
Eu não me lembro de mais nada sobre isso.,por
Desde quando é que estudas japonês?,por
Tom se foi há três anos.,por
Eu já lhe disse o que penso.,por
O Tom perguntou à Mary o que fazer.,por
Tom não poderia ter feito isso.,por
Eles foram abrindo caminho pelo meio da multidão.,por
Onde molharam a roupa?,por
Semana passada eu estava no hospital.,por
A equipe alemã perdeu e agora estou triste.,por
Desculpe; eu me esqueci.,por
"Quem deseja demais, nada conquista.",por
A foto foi falsificada.,por
Não queríamos ir ao Chipre.,por
Saberias descrever os assaltantes?,por
De onde está vindo todo o dinheiro?,por
Tom não lhe disse o que aconteceu?,por
"Oh, que venha a noite!",por
"Feliz aniversário, Shishir!",por
A polêmica entrevista do ex-presidente será transmitida ao vivo nesta quarta-feira.,por
"Nós, o júri, decidimos em favor do queixoso e atribuímos uma indemnização efetiva no valor de um milhão de dólares.",por
Você faz exercícios regularmente?,por
Ela é a minha vida.,por
Eu quero dormir mais um pouco!,por
Tom não é uma menina.,por
Eu estava mais que desapontado.,por
Eu acho que meu alemão é realmente uma bosta.,por
O Paraguai é um país da América do Sul.,por
Eu concordo com tudo o que Tom disse.,por
É muito difícil dominar francês em dois ou três anos.,por
Água potável suja pode causar doenças.,por
"Ela é não só rica, mas também muito bonita.",por
Onde está a tampa?,por
Ela tem um narigão.,por
Será que foi mesmo una coincidência?,por
Sua mulher foi embora.,por
O Tom se decidiu.,por
Acho que há um mal entendido aqui.,por
Não consigo acompanhar Tom.,por
Ela testemunhou ter visto o homem.,por
O que mais você quer?,por
Você estava em perigo.,por
Estou feliz em ver que conseguiu.,por
"Umas coisas vieram a umas mãos; outros, a outras mãos.",por
Gostaria de visitar o seu país um dia.,por
"Sinceramente, continuo pensando que isso não vai dar em nada.",por
Você vai querer ter aula amanhã.,por
Tens um ótimo olho para detalhes.,por
Os golfinhos são animais muito inteligentes.,por
O pelo do nosso gato perdeu o brilho.,por
Preciso tomar meu remédio agora.,por
Eu queria que você tivesse me contado a verdade naquele momento.,por
Tom tem uma ampla variedade de interesses.,por
Eu acho que você deveria dizer ao Tom o que você me disse.,por
Eu espero que Tom não faça isso.,por
Ele gosta de andar sozinho.,por
"Ele teve a ideia feliz de acrescentar a cada frase em interlíngua a tradução para português, espanhol e italiano.",por
Os meus livros couberam direitinho na estante.,por
Mary sabia que você tentaria convencê-la a não ir.,por
Eu estarei aqui até semana que vem.,por
Tu vês o retrato?,por
Este tipo de comportamento é inaceitável.,por
Ele tem tendência a mentir.,por
Os protões e os neutrões agrupam-se no centro do átomo no que se chama o núcleo. Os eletrões orbitam em torno do núcleo.,por
Sami está separado da mãe há semanas.,por
Não se esqueça de ligar para o Tom.,por
Você precisa aprender a dizer não.,por
"Por mais que me esforçasse, nada consegui.",por
O limão é amarelo.,por
Ajude-me a me levantar.,por
"As lágrimas das crianças aparecem facilmente, mas rapidamente secam.",por
Eu não costumo cantar em Francês.,por
Tom decidiu deixar a Mary fazer isso.,por
Suas palavras me deram esperança.,por
"Ela sempre andava com dois seguranças atrás, fortes e armados.",por
Isso nunca fez sentido.,por
Estou satisfeito!,por
Eu quero ir à praia.,por
O acidente se deu devido à neblina.,por
"No ano que vem, irei ao exterior.",por
O jardim zoológico da nossa cidade é grande e novo.,por
Detesto o frio.,por
Você falou sobre mim?,por
Eu amo esta cidade .,por
É a primeira vez que nos vemos.,por
"Se você mudar de ideia, me liga.",por
Eu quero respirar um pouco de ar fresco.,por
"Nós compensaremos o tempo perdido, pegando um atalho.",por
Eu contei para a polícia.,por
Eu apenas estava relembrando.,por
Ele anda lentamente.,por
Mary não está usando sutiã.,por
Eu pensava que o senhor era médico.,por
Sami já odeia este apartamento.,por
O Tom e a Mary não gostam de você.,por
Tom olhou mais de perto.,por
"Os esforços para combater a extração de bílis de urso continuam, mais de 20 anos depois de o produto ter sido oficialmente banido.",por
O Tom me disse que não reconheceu a Mary na última vez que a viu.,por
Escondi-o na minha gaveta de meias.,por
Ele está muito nervoso.,por
Isto pode interessá-lo.,por
Vá brincar la fora. Está um belo dia.,por
Ela respondeu facilmente.,por
As fadas estavam dançando à luz da lua.,por
O Tom e a Mary me ajudaram.,por
Tom não pretendia ferir os sentimentos de Maria.,por
Ele admitiu que eu tinha razão.,por
Ele é muito ruim de cama.,por
"Todos, o povo em geral e, particularmente, os anciãos, queriam que Eneias fosse chamado de volta, que lhe enviassem mensageiros para o colocarem a par da situação.",por
Você quer ver o que tem dentro da caverna?,por
O que você está exigindo?,por
Vamos parar agora e descansar.,por
Pode ser que vá gear na semana que vem.,por
Saí à meia-noite.,por
Eu sabia que ele estava lendo.,por
A partir de hoje você está livre!,por
O escritor está escrevendo.,por
"Se vocês se comportarem bem, iremos ao zoológico amanhã.",por
"Boa tarde, você já almoçou?",por
"O meu avô foi buscar prata, mas a prata virou índio. O meu avô foi buscar índio, mas o índio virou ouro. O meu avô foi buscar ouro, mas o ouro virou terra. O meu avô foi buscar terra, mas a terra virou fronteira. O meu avô, ainda intrigado, foi contornar a fronteira; e o Brasil ganhou a forma de uma harpa.",por
"Você pode abaixar o volume da TV, por favor?",por
Depende do quão forte seja.,por
O jornal local está apoiando o candidato de direita.,por
Vi a briga.,por
Mais não disse.,por
Você é voluntário?,por
Tom está na carroça.,por
Me leve com você na sua próxima viagem.,por
"Há outros que tanto veem como sentem, para quem o objeto mais simples, pela sua sugestividade, pode estar cheio de beleza.",por
Quanto tempo vocês ficaram?,por
O que está com o Tom?,por
Vamos ficar até o final.,por
Tom é a pessoa mais baixa do nosso clube.,por
Quando iremos à praia?,por
Tem tempo hoje?,por
O Tom renunciou em 20 de outubro.,por
"A simbiose e o comensalismo devem ser distinguidos do parasitismo, que indica que toda a vantagem está do lado do parasita, e nada mais do que perda do lado do hospedeiro.",por
Eu viajo à Espanha.,por
Diga ao Tom o que você quiser.,por
Eu tenho certeza de que o Tom o deixará orgulhoso.,por
O Sami estrangulou a Layla até que ele ouvisse um estalido.,por
"Cada um de nós pode manifestar as propriedades de um campo de consciência que transcende espaço, tempo e causalidade linear.",por
Portugal é um dos países mais seguros do mundo.,por
Eu sei que isto é difícil.,por
Vai doer muito?,por
Gostaria de sapatos.,por
John vai a pé para seu escritório.,por
Ele morou no Líbano de 1988 a 1994.,por
"""O que significa 'vc'?"" ""Você.""",por
Acho que isso é o começo de uma grande amizade.,por
Eu não estava a fim de cozinhar.,por
Eles são sempre cuidadosos.,por
Existe muita injustiça neste mundo.,por
Há algo importante que preciso te dizer.,por
A história comparada da literatura deve ser uma disciplina fascinante.,por
Eles estão vindo.,por
A casa dela é cercada por uma cerca branca.,por
Entraram um por um.,por
Ela quer começar uma família.,por
"A piorreia, ou doença de Riggs, afeta os tecidos que rodeiam a raiz do dente, e é acompanhada de infeção por bactérias purulentas, e possivelmente também por parasitas de animais, denominados endamebas.",por
O que você está fazendo acordada?,por
Como é que vocês sabem?,por
Não temos nada programado para hoje.,por
Não gosto deste restaurante.,por
Está um friozinho de arrepiar.,por
Eles irão pagar.,por
Não remova este arquivo.,por
Você deveria ler os jornais para estar em dia.,por
Esse quadro não é original.,por
Ele tem uma esposa e três filhos.,por
Tom me ofereceu um copo de café.,por
Ninguém se deu conta de sua ausência até que o encontro terminou.,por
Sua mãe te chama.,por
Desculpe; parece que eu o confundi.,por
Tom ainda é professor?,por
O percentual de carboidratos na célula vegetal é de aproximadamente catorze por cento.,por
Isto não é uma brincadeira!,por
"É a instabilidade do ácido nítrico—a sua propensão a separar-se do oxigénio—que o torna superior ao sulfúrico e à maioria dos ácidos na dissolução da prata e várias outras substâncias, tanto orgânicas como inorgânicas.",por
"""Qual é a minha senha?"" ""Como que eu iria saber?""",por
"Gostaria de vê-la, se possível.",por
Este dicionário é ruim.,por
Os cães não param de cavar no jardim.,por
Eu nunca soube que Tom e Mary estavam tendo problemas conjugais.,por
