text,label
"Chika es una muy tímida estudiante de escuela media a la cual le falta confianza. Pechika tiene un uniforme parecido al de un chef, y trata de usar su estatus de Chica Mágica para aumentar su confianza, sin embargo, esta confianza fue destruida cuando se comparó a sí misma con sus increíbles compañeras de equipo, mas a lo largo de restart, su confianza lentamente aumenta. Ella es miembro del Equipo Clantail, siendo su cocinera ya que es incapaz de pelear al nivel de las otras debido a su habilidad, la cual le permite convertir cualquier cosa que toque con sus manos en comida en un plazo de 5 minutos, mas con el paso del tiempo ella comienza a disfrutar pelear. Ella es la décima Chica Mágica al morir, siendo atravesada por una flecha de Melville mientras protegía a Clantail.",spa
"2015 : Le Bain de foule du Président Grolandais Salengro à Toulouse pour la distribution des Eugros au peuple Groccitan, Carnets filmés de Gérard Courant - un participant à la parade.",fra
"ATP e WTA informam suas pontuações em Grand Slam, distintas entre si, em simples e em duplas. A ITF responde exclusivamente pelos juvenis e cadeirantes.",por
"Malgrado le sue numerose attività, Hoffmann si annoia a Varsavia, detesta sempre di più il suo lavoro e la vita cittadina, troppo rumorosa, stanca i suoi nervi. Una figlia, che nasce nel luglio 1805, è battezzata con il nome di Cecilia in onore della patrona dei musicisti, e Hoffmann compone in suo onore una messa. Nel novembre 1806, però, l'armata francese occupa Varsavia e mette fine all'amministrazione prussiana. Hoffmann preferisce licenziarsi, ma senza risorse riesce a lasciare la Polonia solo nel giugno 1807 e parte per Berlino, lasciando la moglie e la figlia a Posen.",ita
"À partir du début du XVe siècle, Roissy fut la seigneurie de Jean Jouvenel des Ursins, fils de Jacques Jouvenel des Ursins, ancien prévôt des marchands de Paris, devenu archevêque de Reims en 1449. Mais il en fut dépossédé par les Anglais, avant que la seigneurie ne revienne un peu plus tard à Raoul Juvenel des Ursins, chanoine de Paris, se disant en 1482 seigneur de Roissy. Ce dernier parvint à se faire concéder par le roi Louis XI le droit de haute justice, qui ne fut réellement appliqué qu'en 1522 à la suite de nombreuses difficultés.",fra
"Le projet traite de la Tour des Prophètes, un centre commercial moderne en verre et métal construit en 1979 sur l'emplacement de la Villa Khury à Wadi Nisnas (en), un site emblématique de la résistance arabe pendant la guerre de 1948. Il rend visibles les strates de mémoire de la ville et amène la population mixte de Haïfa à communiquer sur le sujet. Le projet est élaboré sur la base de témoignages recueillis au travers de questionnaires et d'interviews, et activé par le biais d'installations et de performances dans le centre ville de Haïfa,.",fra
"Como as armas passam de pais para filhos, e a maioria dos casais têm mais de um filho, é necessário distinguir as armas dos irmãos e outros familiares das armas originais, passadas de primogênito a primogênito. Várias tentativas foram feitas pelos tempos; veja brisura.",por
"Cependant, lorsque le ministre de l'Intérieur Roger Frey présenta à Charles de Gaulle des photos montrant le jeune François Mitterrand avec Philippe Pétain pendant l'Occupation — dont très probablement celle ayant illustré beaucoup plus tard la jaquette d'Une Jeunesse Française, de Pierre Péan — afin de l'utiliser contre celui-ci lors de la campagne électorale de 1965, il s'attira cette réponse : « Non, car je ne pratiquerai pas la politique des boules puantes. ».",fra
"En 1971, Enzo Ferrari demande à Clay Regazzoni, le pilote suisse vainqueur du Grand Prix d'Italie 1970, de rechercher des instruments de chronométrage pour la course des 24 Heures du Mans. La technologie Heuer répond au cahier des charges, à l’exemple du Centigraph Le Mans, capable de mesurer et d’imprimer des temps avec une précision d’1/1000e de seconde. En tant que chronométreur officiel de Ferrari, de 1971 à 1979, l’entreprise Heuer joue un rôle essentiel dans la série de victoires remportée par l’écurie au championnat du monde. Elle verra ainsi son nom associé aux légendes de Ferrari telles que Gilles Villeneuve, Niki Lauda et Jody Scheckter. Dans le même temps, à Bienne, se poursuit la série d’innovations et de brevets.",fra
"Comuna Tomești este administrată de un primar și un consiliu local compus din 11 consilieri. Primarul, Róbert Kedves[*], de la Uniunea Democrată Maghiară din România, a fost ales în 2016. Începând cu alegerile locale din 2016, consiliul local are următoarea componență pe partide politice:",ron
"Nel 1819 escono anche la fiaba Il piccolo Zaccheo detto Cinabro (presso l'editore Ferdinand Dümmler) e Le curiose pene di un capocomico; quest'ultimo, assieme ad altri sei racconti della serie Kreisleriana, entrerà a far parte della seconda edizione dei Racconti fantastici alla maniera di Callot. Hoffmann, intanto, è nominato membro della commissione di controllo delle attività sovversive e prende le difese del Turnvater Jahn, contro le accuse del capo della polizia von Kamptz. Questo episodio, insieme ad altri casi di ingiustizie perpetrate a danno di studenti e contestatori dei quali Hoffmann fu testimone, porteranno lo scrittore a dimettersi dalla commissione e segneranno l'inizio della sua rottura con il sistema burocratico prussiano, del cui apparato poliziesco egli traccerà una sua personale rappresentazione letteraria nel successivo (e in parte censurato) Mastro Pulce.",ita
"O soldado serviu-se do engenho daquela sapientíssima mulher, e no dia seguinte o povo se admirava de que forma o morto tinha voltado à cruz.”",por
"Se compone de los colores amarillo y verde, dispuestos verticalmente en partes iguales, de manera que la parte amarilla corresponde al asta de la bandera. Las medidas normales de la bandera son: largo total 1.50 y ancho 1.05. Su color amarillo (oro) simboliza, nobleza, magnanimidad, riqueza, poder, constancia y sabiduría, el verde esperanza, fertilidad y amor por el agro.[9]​",spa
"Em 1918, Assunção faleceu e, em 1937, sua viúva, Felisbina, fez um acordo com a empresa Di Primio Beck, que urbanizou a região, calçando, canalizando a água, puxando a luz, e reservando uma fatia deste loteamento para uso da viúva.",por
"My Name Is Earl era situada no fictício condado de Camden, localizado em algum estado do fuso horário UTC-6. O seriado era estrelado por Jason Lee, Ethan Suplee, Jaime Pressly, Eddie Steeples e Nadine Velazquez. Lee interpreta o personagem-título Earl J. Hickey, um desempregado que sobrevive de pequenos furtos que, após ganhar 100 mil dólares na loteria, perde o bilhete ao ser atropelado por um carro. No hospital, Earl vê um programa do apresentador de televisão Carson Daly no qual o tema era karma. Com o objetivo de mudar sua vida, Earl decide fazer uma lista contendo todas as coisas ruins que já fez em sua vida até aquele ponto e ""repará-las"", uma por uma. Assim, Earl acredita que seu karma será também reparado e coisas ruins irão parar de acontecer com ele. Enquanto faz o primeiro item da lista, que é limpar lixo da rua, Earl acha o seu bilhete premiado. Karma é o tema principal da trama, e seu efeito em Earl e nos outros personagens são bem evidentes.",por
"En las dos siguientes campañas, las últimas de Divac en los Kings, el equipo cayó consecutivamente en las semifinales de la Conferencia Oeste contra los Dallas Mavericks primero y contra los Minnesota Timberwolves después, y en ambas ocasiones nuevamente por 4-3.",spa
"La neonata casa di Mandello debutta nelle competizioni nel settembre 1921, schierando due delle 17 ""Normali"" costruite alla Milano-Napoli, ultima prova stagionale del Campionato Motociclistico Italiano su Strada. Le due macchine, condotte da Mario Cavedini e Aldo Finzi, si comportano egregiamente, riuscendo a compiere senza rotture gli 877 km della massacrante gara di gran fondo.",ita
"În lumea artelor (kabuki etc.) există și așa-numite yagō („nume de casă”) care sunt diferite de numele de familie al actorilor, și pe care fanii le strigă din sală în timpul spectacolelor.",ron
"O clima do município de Olinda é tropical úmido, do tipo Am na classificação climática de Köppen-Geiger, típico do litoral leste nordestino, com temperaturas médias mensais sempre superiores a 18 °C, baixas amplitudes térmicas, precipitações abundantes na maior parte do ano e alta umidade relativa do ar. A temperatura média anual é de 26 °C, chegando a 30 °C no verão. O índice pluviométrico é superior a 1 700 milímetros (mm) anuais, concentrados entre os meses de abril e julho.",por
"Los sistemas de tarjetas de fidelización y sus «programas de puntos» se basan en complejas soluciones de software de marketing relacional, así como en otros sistemas de gestión de puntos.",spa
"Le nouveau maire est aussi grandement préoccupé par la question de l’hygiène publique. Montréal, à cette époque, a une réputation méritée d’insalubrité. Il entreprend donc de rénover le département d’hygiène. Il est plus que temps, selon lui, de rajeunir les mesures sanitaires et prophylactiques de Montréal. Cette année 1885 à Montréal allait démontrer la justesse de ces propos. Une épidémie de variole allait en effet s'abattre sur la métropole québécoise.",fra
"Deși era în favoarea extinderii drepturilor legale individuale, s-a opus ideii de „drepturi naturale” și a contractului social. Ideile sale au fost preluate de discipoli și dezvoltate de discipoli ai săi, precum James Mill, secretarul și colaboratorul său după anul 1808, fiul acestuia , John Stuart Mill, John Austin, socialistul Robert Owen. De asemenea vederile sale au înrăurit operele unor scriitori precum Charles Dickens.",ron
"""Acapella"" é uma canção alternativa da Americana artista de R&B Kelis, retirada de seu quinto álbum de estúdio, Flesh Tone. A canção é uma partida de seus singles no passado que é um dance/electro pista ao invés de hip hop. A canção foi estreada em sua página do Twitter e seu site oficial, em novembro, mas foi lançada digitalmente em 23 de Fevereiro de 2010 como o primeiro single do próximo álbum.",por
"No Egito surgiu Hermes Trismegisto que, afirmam alguns, é o escritor de um livro, o livro de Thot. Esse livro foi resultado de sua Obra e é em si mesmo o Tarot. Dentro dessa Obra a relação astrológica é sempre muito clara em função da relação dos astros, os elementos e a natureza nas relações humanas. O mais conhecido livro de Hermes Trismegistus é a Tábua de Esmeralda que tem instruções a cerca do aperfeiçoamento espiritual humano. O Kaibalion, foi um livro escrito por 3 Iniciados que falam a respeito dos ensinamentos herméticos e suas leis.",por
"La tendance à la reproduction sociale s'oppose souvent à la sérendipité dans le recrutement, et à l'accueil de profils divers, nouveaux, complémentaires ou atypiques qui pourraient enrichir l'entreprise, la collectivité ou la personne cherchant un collaborateur ;",fra
"A moldagem por injeção é talvez o mais comum e importante de todos os processos de processamento polimérico. O processo é versátil e pode produzir peças em forma muito complexa. Enquanto as matrizes de moldagem por injeção são caras de produzir, cada matriz pode ser usada para produzir dezenas de milhares de componentes a uma velocidade muito rápida, de modo que o custo por peça é muito baixo.",por
"Cozonacul secuiesc (germană Baumstriezel, maghiară kürtőskalács) este un preparat alimentar specific sud-estului Transilvaniei. Atât sașii din Țara Bârsei, cât și secuii din județul Covasna revendică originea acestui preparat vechi de mai multe secole. În întreaga Românie, acest preparat a devenit cunoscut abia după căderea regimului comunist, când brutari secui (cei mai mulți din județul Covasna) au dezvoltat cu succes afaceri proprii și l-au răspândit în toată România (de unde și denumirea de „colac secuiesc”). Cozonacul secuiesc este un produs foarte popular la sărbători, festivaluri și târguri. În limba germană denumirea Baumstriezel este alcătuită din termenii „Baum” (copac) și „Strielzel” (cozonac împletit), însemnând deci „cozonac împletit” (în jurul unui trunchi de copac) - o aluzie la sulul de lemn în jurul căruia este împleti aluatul. În limba maghiară kürtő înseamnă coș de fum, iar kalács înseamnă cozonac împletit. Astfel, termenul Kürtőskalács înseamnă „cozonac împletit” (în formă de coș de fum) - o aluzie la gaura din forma cilindrică a acestui preparat.",ron
"Complexo de castração ou Angústia de castração, em psicanálise é o medo da castração, tanto no sentido literal quanto metafórico, uma das primeiras teorias psicanalíticas de Sigmund Freud. A primeira discussão publicada de Freud sobre o Complexo de castração aparece em seu estudo de caso Little Hans (1909), cuja mãe relatou ter dito ao filho que se continuasse a tocar seu pênis, ela pediria ao médico que o cortasse.",por
"Un tempo l'economia di Spadafora si basava principalmente sull'agricoltura dell'entroterra e sulla pesca lungo la costa, inoltre, una certa importanza economica era data dalla presenza di un caricatoio di merci del quale si servivano i paesi del vicino entroterra.",ita
"La EUROCAE y la RTCA, trabajan a menudo de forma conjunta. Algunos documentos, por ejemplo el DO-160 (ED-14), que trata sobre las influencias del entorno (ej. rayos), se desarrollan de forma conjunta. El documento DO-160 sirve como requisito mínimo en la industria aeronáutica para la protección de la electrónica frente a la influencia exterior, incluida la compatibilidad electromagnética.",spa
"Interrompu entre 1939 et 1942, le championnat reprend pendant l’Occupation et cherche sa formule idéale. Signe des tâtonnements et des incertitudes liés au contexte, la saison 1942-1943 comprend 95 clubs, celle de 1943-1944 96, et celle de 1944-1945… 126 ! La stabilisation apportée par la fin du conflit permet de repartir sur des bases plus solides. La saison 1946-1947 comprend trois phases qualificatives successives avec 64, 32, puis 16 clubs qualifiés pour les huitièmes de finale.",fra
"30 iulie: Republica Moldova, condusă de la mijlocul lunii iunie de un guvern interimar după demisia lui Chiril Gaburici, are un nou guvern: premierul desemnat Valeriu Streleț primește votul de încredere al parlamentului.",ron
"El nombre del departamento hace honor al científico y patriota colombiano Francisco José de Caldas (1768 - 1816) quien, en su lucha por la independencia de Colombia fue fusilado por el ejército realista el 28 de octubre de 1816.",spa
"È anche classificata come variabile Alfa2 Canum Venaticorum, la sua magnitudine apparente varia da +2,62 a +2,70 in un periodo di 3,62 giorni, inoltre ruota velocemente su se stessa tanto da completare una rotazione in soli 3,66 giorni, contro i 25 giorni del Sole.",ita
"La saison suivante sera synonyme de plus grand succès, couronnée par une formidable aventure en Ligue des champions, où Laurent brille notamment lors du fameux match contre Rosenborg BK (7-2) où il est à l'origine de 6 des 7 buts de la rencontre. L'équipe de France de football lui tend de nouveau les bras et il en profite pour inscrire son 1er but sous le maillot tricolore face à la Turquie en novembre 2000, le dernier but du siècle.",fra
"Farrington, D. P. (1987b) Implications of biological findings for criminological research. In Mednick, S.A., Moffitt, T.E. and Stack, S.A. (Eds.) The Causes of Crime: New Biological Approaches. Cambridge: Cambridge University Press (pp. 42-64).",por
"Expresie provenită din limba latină, care desemnează nu doar un mimim local, de moment, ci unul absolut, neexistând o altă valoare într-o anumită serie dată care să fie la sau sub nivelul acelui minimum minimorum.",ron
"La 21.ª División de Montaña SS Skanderbeg (en alemán: 21. Waffen Gebirgs-Division der SS ""Skanderbeg"" [Albanische Nr. 1])fue una División de las Waffen SS creada por orden de Heinrich Himmler durante la Segunda Guerra Mundial, en marzo de 1944, formada por voluntarios albaneses y que recibe su nombre como homenaje al héroe nacional Gjergj Kastriot Skanderbeg.",spa
San Cristóbal es una ciudad y municipio de la actual Provincia de Artemisa en Cuba. Hasta fines de 2010 perteneció a la Provincia de Pinar del Río.,spa
"Sigeberht II, surnommé « le Bon » (Bonus) ou « le Béni » (Sanctus), est roi d'Essex dans la seconde moitié du VIIe siècle (v. 653 – 660 x 661 ?). Il n'est quasiment connu que grâce à l'Histoire ecclésiastique du peuple anglais de Bède le Vénérable (Livre III, chapitre 22).",fra
"Atractus darienensis este o specie de șerpi din genul Atractus, familia Colubridae, descrisă de Robert F. Myers în anul 2003. Conform Catalogue of Life specia Atractus darienensis nu are subspecii cunoscute.",ron
"O tehnică cunoscută ca supraeșantionare este folosită în mod comun pentru conversia audio, în special producerea audio. Ideea este de a folosi o rată intermediară mai mare a eșantionului digital, astfel încât un filtru digital aproape ideal să poată tăia cu certitudine dedublarea în apropierea frecvenței Nyquist joase originale, în timp ce un mult mai simplu filtru analog poate opri frecvențele aflate deasupra noii frecvențe Nyquist mai ridicate.",ron
"Chaque été, La Chapelle-d'Abondance organise des concerts d'été dans l'église. Le festival Fraxiis Musica propose des concerts et soirées musicales autour des musiques des Alpes.",fra
"Insegna economia alla Harvard University dal 1985. È stato consigliere economico del presidente statunitense George W. Bush dal 2003 al 2005. Le sue pubblicazioni sono state classificate al ventiduesimo posto delle più influenti, fra quelle degli oltre 18,000 economisti registrati.Dal 2006 gestisce inoltre un blog rivolto agli studenti di Economia in cui analizza giornalmente dati e notizie di economia, politica e finanza.",ita
"Al inicio de su carrera era antimonárquico y liberal, e hizo duras críticas a los gobiernos conservadores de la década de 1870. A partir de la posterior división de la política brasileña entre republicanos y monárquicos, se alió a los defensores de la monarquía. En 1862 fue electo diputado provincial por Río Grande del Sur y en 1865 fundó en Porto Alegre el diario A Reforma. Este diario, después trasladado a Río de Janeiro, fue el órgano oficial de los federalistas gaúchos. En 1872 asumió como diputado general. En 1873 dimitió, pocos meses después de asumir el Ministerio de Hacienda, por no aceptar un proyecto del gobierno que proscribía de los cargos públicos a los ciudadanos no católicos. En 1880 fue elegido senador mientras que en su tierra natal enfrentaba una dura competencia política por parte de Júlio de Castilhos, su histórico adversario.",spa
"Robb Stark își conduce armata prin ținuturile din Westerland, obținând câteva victorii împotriva Lannisterilor chiar pe pământul acestora. Tywin Lannister pornește împotriva lor, dar, aflând că Debarcaderul Regelui este amenințat, se retrag rapid spre sud.",ron
"Când dezintegrarea survine brusc, cometa, devenită asteroid, se prabușește pe o planetă sau pe Soare. De asemenea este posibil ca o cometă să fie aruncată în afara Sistemului Solar datorită interacțiunii cu un alt corp ceresc, de pildă cu o planetă (în special cu Jupiter).",ron
"San Andrés Zautla (en náhuatl: tzauahua, tlan, ‘hilar, lugar’‘Tierra de hilanderos’)?es uno de los 570 municipios que conforman al estado mexicano de Oaxaca. Pertenece al distrito de Etla, dentro de la región valles centrales. Su cabecera es la localidad homónima.[2]​",spa
"Din puncte de vedere geologic regiunea aparține de Munții Șistoși de pe malul stâng al Rinului, mărginându-se cu regiunea Eifel și Ardeni, ca și Hunsrück care este situat la sud de râul Mosel.",ron
"Gardênia Azul est un quartier de classe populaire, avec un IDH de 0,768 en 2000, se classant ainsi 106e au classement des quartiers les plus développés de Rio. Ses quartiers voisins sont Jacarepaguá, Anil, Freguesia et Cidade de Deus.",fra
"Nel settembre 1996 i Matia Bazar, accompagnati da Paolo Gianolio, sono presenti alla rassegna ""Festival Feedback"", a Bellinzona, ove interpretano alcuni successi tra cui molti brani da Radiomatia. Il 9 maggio 1997 esce l'ottimo album Benvenuti a Sausalito, dedicato alla cittadina californiana simbolo del periodo hippy, dove i Matia Bazar tornano a sperimentare sonorità ricercate e rockeggianti dopo anni di pop tradizionale. L'album viene presentato il 2 giugno 1997 al ""Propaganda"" di Milano"", per la trasmissione ""105 Night Express"", in onda su Italia 1.",ita
"Receptoarele GPS din prezent sunt foarte precise, datorită tehnologiei „parallel multi-channel”. Differential GPS (DGPS), GPS Diferențial, este o tehnologie care corectează semnalul GPS până la o precizie de 3-5 metri.",ron
"Jean-Yves Mollier : conférence aux Rencontres internationales Jules Verne 2013 à Amiens - Pierre-Jules Hetzel, éditeur emblématique du XIXème siècle - Centre international Jules Verne",fra
6 septembrie: Primarul Sorin Oprescu și alte cinci persoane aflate în legătură cu Primăria Municipiului București au fost arestate pentru fapte de corupție.,ron
"O Bloco Morgenau possuiu sua sede e campo localizado na antiga Rua Guarani (hoje Avenida Senador Souza Naves), na antiga Vila Morgenau (atual bairro Cristo Rei). Com a entrada do clube no campeonato de profissionais do estado, houve a necessidade de transformar o seu campo em um estádio de futebol, por isso, em 7 de março de 1954 inaugurou o Estádio Moysés Lupion. Em 1964, o clube abandonou as atividades esportivas e em 1968, uniu-se com a ""Sociedade Operária Beneficente Recreativa Vila Morgenau"", criando a ""Sociedade Morgenau"". Desta feita, o Estádio Moysés Lupion foi parcialmente demolido para a construção da sede esportiva do clube.",por
"O canal a cabo FX começou a transmitir o programa no Brasil no dia 9 de abril de 2006,o canal TBS passou a exibir a série de forma dublada desde 1 de outubro de 2011. Em Portugal, após ser originalmente transmitido pelo FOX Portugal, passou a ser exibido no FX Portugal.",por
"Los Kings siguieron adquiriendo piezas, como el escolta Doug Christie, el base Mike Bibby (éste a cambio del citado Williams), o el alero serbio Peja Stojakovic, apadrinado y tutoreado por Divac en sus inicios en la franquicia californiana. Un espectacular baloncesto basado en la capacidad de pase del yugoslavo y de Webber llevó a Sacramento a la final de la Conferencia Oeste en la temporada 2001-02. En ese momento, fueron batidos por Los Angeles Lakers de Shaquille O'Neal y Kobe Bryant, a la postre tricampeones, en una emocionante eliminatoria, por 4 a 3.",spa
You Wanna Be Americano (Tú quieres ser americano) es una canción de Lou Bega. Es un versión en idioma inglés de la canción Tu vuò fà l'americano del cantante italiano Renato Carosone. La versión de Bega comienza con un fragmento deThe Star-Spangled Banner. You Wanna Be Americano alcanzó el puesto nº38 en la Lista Italiana de Singles.,spa
"O falecimento de Puhua é relatado no Registro de Linji. Além de dar importância especial ao fato de Puhua tocar um sino, é igualmente interessante como uma história de renascimento budista que rivalza a hstória do Bodhidharma, o mestre indiano que trouxe a escola Ekayana da Índia à China, a seita Chan na China e posteriormente Zen no Japão.",por
"Prințesa Amelia (Amelia Sophia Eleanor; 10 iunie 1711 – 31 octombrie 1786) a fost membră a familiei regale britanice, a doua fiică a regelui George al II-lea.",ron
"Pe data de 29 iunie 2010, când era președinte al parlamentului ungar, a fost ales președinte al țării, funcție pe care a preluat-o pe data de 6 august 2010.",ron
"A língua Narim usa o alfabeto latino numa forma própria com 31 símbolos (letras, letras com diacríticos e grupos de consoantes). Não se usam as letras F, Q, S, X, Z.",por
"Reclutado en el verano de 2003, comenzó su carrera en el equipo de Bachillerato de la Universidad Popular Autónoma del Estado de Puebla UPAEP para después de 2 años ingresar en la misma Institución a la carrera de Ciencias de la Comunicación. UPAEP es una universidad mexicana con un equipo de baloncesto de gran prestigio y tradición que ha sido campeón nacional en 18 ocasiones; durante esta temprana etapa de su carrera fue que adquirió su primer famoso apodo del Grandul debido a sus 2.08 metros de estatura. Pese a ello se coronó con un bicampeonato nacional de CONADEIP (2005 y 2006), Una Copa universitaria Telcel (2004) y formar parte del cuadro ideal de CONADEIP en el 2005 y 2006; En 2005 fue subcampeón en el Estatal de Primera Fuerza Varonil en Chiapas, jugando para Villaflores y realizó una gira en cuatro sedes del mismo estado, reforzando a una selección estatal para medirse al HOPE College, a partir de esto decidió emigrar a la Universidad de San Jose State en California U.S. su paso por esta institución no llegó a un semestre debido a su pocas aptitudes para el estudio y el aprendizaje del idioma inglés, por lo decidió retornar a su país para formar parte del equipo Profesional Halcones de Xalapa, Veracruz y conseguir con ellos dos campeonatos de la LNBP (2007 y 2008) en ese país, así mismo durante la etapa con este equipo fue que adquirió su segundo famoso apodo del Titán Ayón.",spa
"También cuenta con un terminal de transportes, o de pasajeros de donde salen buses y taxis, tanto en el propio departamento como para la comunicación con otros, se encuentra en Manizales; otras modalidades de transporte son los jeep, utilizados particularmente en las zonas cafeteras y las chivas (buses escalera) utilizados frecuentemente en las zonas rurales.",spa
"La ""Normale"" aveva una potenza pari ad 8 CV e viaggiava alla ragguardevole velocità per una motocicletta dell'epoca di 80 km/h. Già questo primo modello portava qualcosa di nuovo nel panorama motociclistico (le caratteristiche di avanguardia non hanno mai lasciato la Moto Guzzi in tutta la sua storia) essendo stata la prima moto della storia dotata di cavalletto centrale.",ita
"La ciudad de San Cristóbal es atravesada por la Carretera Central y el Ferrocarril de Occidente y bordeada por la Autopista Habana-Pinar del Río. Una carretera une a San Cristóbal con Bahía Honda en la costa norte, a través de la Sierra del Rosario.",spa
"La gestione De Tomaso decide nel 1988 la fusione della Moto Guzzi con la F.lli Benelli nella nuova società Guzzi-Benelli Moto (G.B.M. S.p.A.). L'imprenditore argentino contemporaneamente porta in Europa il team corse del Dr. John (al secolo John Wittner) dentista americano, vincitore nell'85 del campionato AMA Endurance con una Le Mans 1000 condotta da Larry Shorts e Greg Smrz, che sviluppa poi il motore a 4 valvole per cilindro e il telaio monotrave che diventano la Daytona 1000. Il culmine fu nella 2 giorni internazionale sul circuito di Monza che vide la Guzzi Daytona involarsi verso la vittoria, sfumata verso la fine della gara per un problema al cavo della candela. Comunque il team del Dr. John porterà a casa il premio come miglior innovazione tecnica. Sfortunatamente i problemi economici in cui incorre nuovamente la Guzzi fermeranno tutto il progetto, rispetto alla Ducati che, rinata anche lei a Monza in quegli anni con la 851, continuerà la sua avventura nelle corse.",ita
"«iYiYi» es el sencillo debut del cantante australiano Cody Simpson. Es el sencillo principal de su álbum debut 4 U, y cuenta con la colaboración del rapero estadounidense Flo Rida y también el productor estadounidense DJ Frank E que no está acreditado como artista invitado. Los tres coescribieron la canción junto a Bei Maejor, Colby O'Donis, Jerome Armstrong, Michael White y Terrence Battle. Fue lanzado digitalmente en todo el mundo el 1 de junio de 2010.[1]​",spa
"L'activité de l'aéroport, s'il apporte une richesse incontestable à la commune et à la région en termes de vitalité économique, d'emplois et de revenus fiscaux, présente également des inconvénients. Outre les nuisances acoustiques et les risques de crash, l'importante pollution atmosphérique entraînée est de plus en plus mise en cause par les associations de défense des riverains. Ainsi, selon une étude de l'organisme officiel Airparif, l'aéroport pollue autant que le boulevard périphérique de Paris, axe routier le plus fréquenté de France. Paradoxalement, malgré sa proximité, le village de Roissy n'est pas le plus exposé aux nuisances acoustiques, puisqu'il est situé entre les axes des pistes. Ainsi des communes plus éloignées de la plate-forme aéroportuaire comme Sarcelles ou surtout Gonesse et Goussainville se trouvent plus exposées au bruit.",fra
"A província de Varese é uma província italiana da região da Lombardia com cerca de 812 477 habitantes, densidade de 678 hab/km². Está dividida em 141 comunas, sendo a capital Varese.",por
"Nella stagione 1981-1982 è al Bologna, per la quale, avendo dato la sua parola è costretto in seguito a rifiutare la proposta di allenare l'Inter; pur dimostrando fiducia nella squadra non concluse la stagione, venendo esonerato il 15 marzo 1982 per contrasti con alcuni dirigenti della società, difeso solo dal presidente Fabbretti e facendosi sostituire dal suo allenatore in seconda, Franco Liguori. Durante questa stagione lanciò un diciottenne Roberto Mancini.",ita
A los griegos los maldijo Apolo con una plaga. (El complemento directo se encuentra tematizado por ocupar la primera posición de la oración).,spa
"Surdocecitatea este o combinație de deficiențe de văz și de auz, cu diferite grade de manifestare. Este o deficiență multisenzorială gravă, de cele mai multe ori asociată și cu alte tipuri de deficiențe. Surdocecitatea generează dificultăți majore în sfera comunicării, a accesului la informație, în orientare și mobilitate.",ron
"O funcție transcendentă este o funcție analitică care nu satisface nicio ecuație polinomială, spre deosebire de funcție algebrică⁠(d). (uneori se pune condiția ca polinoamele să aibă coeficienți raționali.) Cu alte cuvinte, o funcție transcendentă „transcende” algebra prin aceea că nu poate fi exprimată în termenii unui șir finit de operații algebrice⁠(d) de adunare, înmulțire, și extragere de radical.",ron
"Em 7 de fevereiro, o cruzador da Marinha Real Britânica HMS Devonshire chegou ao porto de Mahon com um emissário nacionalista a bordo. Este disse ao comandante republicano, Luis Ubieta, que as forças nacionalistas iriam ocupar a ilha no dia seguinte, e que concordaria que os oficiais e partidários da republica se retirassem a bordo do navio inglês.",por
"Sharon Isbin comenzó sus estudios a los nueve años en Italia. Posteriormente fue alumna de Andrés Segovia, Oscar Ghiglia y Rosalyn Tureck. Colaboró con esta última en la adaptación de las suites para laúd de Bach a guitarra clásica (publicado por G. Schirmer). Terminó el Bachelor of Arts en la Universidad de Yale con cum laude y el Máster de Música de la Escuela de Música de la misma universidad.[1]​",spa
"Os nomes dos dois estádios foram homenagens para: Jovino do Rosário, fundador, em 1948, do Bacacheri Atlético Clube e Walfrido do Rosário, filho de Jovino, também um dos fundadores e futebolista do clube, que também jogou como profissional. Walfrido recebeu o prêmio Belfort Duarte e 1955.",por
"D'un village essentiellement agricole, Roissy-en-France s'est transformé en trois décennies, depuis la construction de l'aéroport, en une petite commune d'employés et d'ouvriers, majoritairement salariés de la plate-forme aéroportuaire.",fra
"Piccinini já se apresentou como solista com as orquestras Sinfônica de Boston, Filarmônica de Londres, Sinfônica de Tóquio, Sinfônica de Montreal, Filarmônica de Roterdã, Sinfônica Nacional (Estados Unidos) e muitas outras orquestras canadenses e norte-americanas.",por
"Henri Amand est un des grands joueurs de l'époque avec cinq titres remportés, puis l'arbitre de la finale de 1913, Marc Giacardy a fait de même avec six titres et une finale arbitrée en 1912. Avec eux, on peut citer Louis Dedet, Marcel Laffitte, Auguste Giroux, Maurice Bruneau, P. do Rio Branco da Silva Paranhos et Henri Martin qui ont tous remporté six fois le championnat de France.",fra
"L'entreprise est fondée par Édouard Heuer, fils de cordonnier, en 1860 à Saint-Imier, dans le Jura bernois en Suisse. À l’époque, toutes les montres se remontent à l’aide d’une clé. En 1869, deux ans après avoir transféré son atelier à Bienne, Edouard Heuer transforme le cours de l’histoire de l’horlogerie grâce à sa première invention brevetée : un remontoir à couronne autonome, sans clé. Cette nouvelle génération de montres rencontre un énorme succès à l’Exposition universelle de Vienne et elles font bientôt partie des plus convoitées au monde. Lorsque les puissants fabricants américains s’attaquent en force au marché européen, Edouard Heuer réagit en introduisant des innovations à tous les niveaux de la conception, de la technologie et de la fabrication.",fra
